dtpricon;metastaticos;fetar;sexo;sitio;escolaridade;tempo_tto;obito1ano;pop
2004;metastáticos;<60;masculino;colon;alta;<=60;16; 44
2004;metastáticos;<60;masculino;colon;alta;NA; 2;  2
2004;metastáticos;<60;masculino;colon;baixa;>60; 6; 17
2004;metastáticos;<60;masculino;colon;baixa;<=60;19; 33
2004;metastáticos;<60;masculino;colon;baixa;NA; 5;  5
2004;metastáticos;<60;masculino;reto;alta;>60; 3; 11
2004;metastáticos;<60;masculino;reto;alta;<=60;11; 28
2004;metastáticos;<60;masculino;reto;alta;NA; 2;  2
2004;metastáticos;<60;masculino;reto;baixa;>60; 6; 14
2004;metastáticos;<60;masculino;reto;baixa;<=60;13; 34
2004;metastáticos;<60;masculino;reto;baixa;NA; 2;  2
2004;metastáticos;<60;feminino;colon;alta;>60; 0; 10
2004;metastáticos;<60;feminino;colon;alta;<=60;17; 40
2004;metastáticos;<60;feminino;colon;baixa;>60; 3; 11
2004;metastáticos;<60;feminino;colon;baixa;<=60;10; 36
2004;metastáticos;<60;feminino;colon;baixa;NA; 7;  7
2004;metastáticos;<60;feminino;reto;alta;>60; 0;  9
2004;metastáticos;<60;feminino;reto;alta;<=60;13; 31
2004;metastáticos;<60;feminino;reto;baixa;>60; 5; 13
2004;metastáticos;<60;feminino;reto;baixa;<=60;14; 29
2004;metastáticos;<60;feminino;reto;baixa;NA; 2;  2
2004;metastáticos;>=60;masculino;colon;alta;>60; 1; 18
2004;metastáticos;>=60;masculino;colon;alta;<=60;22; 39
2004;metastáticos;>=60;masculino;colon;alta;NA; 2;  2
2004;metastáticos;>=60;masculino;colon;baixa;>60; 8; 16
2004;metastáticos;>=60;masculino;colon;baixa;<=60;23; 55
2004;metastáticos;>=60;masculino;colon;baixa;NA;13; 13
2004;metastáticos;>=60;masculino;reto;alta;>60; 2; 16
2004;metastáticos;>=60;masculino;reto;alta;<=60;12; 22
2004;metastáticos;>=60;masculino;reto;alta;NA; 2;  3
2004;metastáticos;>=60;masculino;reto;baixa;>60; 5; 24
2004;metastáticos;>=60;masculino;reto;baixa;<=60;12; 44
2004;metastáticos;>=60;masculino;reto;baixa;NA; 6;  6
2004;metastáticos;>=60;feminino;colon;alta;>60; 4; 11
2004;metastáticos;>=60;feminino;colon;alta;<=60;19; 44
2004;metastáticos;>=60;feminino;colon;alta;NA; 3;  3
2004;metastáticos;>=60;feminino;colon;baixa;>60; 4;  9
2004;metastáticos;>=60;feminino;colon;baixa;<=60;27; 55
2004;metastáticos;>=60;feminino;colon;baixa;NA;11; 13
2004;metastáticos;>=60;feminino;reto;alta;>60; 2; 14
2004;metastáticos;>=60;feminino;reto;alta;<=60;14; 23
2004;metastáticos;>=60;feminino;reto;alta;NA; 1;  3
2004;metastáticos;>=60;feminino;reto;baixa;>60; 6; 15
2004;metastáticos;>=60;feminino;reto;baixa;<=60;20; 34
2004;metastáticos;>=60;feminino;reto;baixa;NA; 6;  7
2005;não metastáticos;<60;masculino;colon;alta;>60; 0; 35
2005;não metastáticos;<60;masculino;colon;alta;<=60; 9;138
2005;não metastáticos;<60;masculino;colon;alta;NA; 1;  6
2005;não metastáticos;<60;masculino;colon;baixa;>60; 2; 37
2005;não metastáticos;<60;masculino;colon;baixa;<=60; 9;106
2005;não metastáticos;<60;masculino;colon;baixa;NA; 0;  1
2005;não metastáticos;<60;masculino;reto;alta;>60; 0; 53
2005;não metastáticos;<60;masculino;reto;alta;<=60; 9;137
2005;não metastáticos;<60;masculino;reto;alta;NA; 1;  5
2005;não metastáticos;<60;masculino;reto;baixa;>60; 4; 72
2005;não metastáticos;<60;masculino;reto;baixa;<=60; 9;106
2005;não metastáticos;<60;masculino;reto;baixa;NA; 0;  1
2005;não metastáticos;<60;feminino;colon;alta;>60; 2; 31
2005;não metastáticos;<60;feminino;colon;alta;<=60; 7;170
2005;não metastáticos;<60;feminino;colon;alta;NA; 1;  6
2005;não metastáticos;<60;feminino;colon;baixa;>60; 2; 37
2005;não metastáticos;<60;feminino;colon;baixa;<=60; 5;121
2005;não metastáticos;<60;feminino;colon;baixa;NA; 0;  3
2005;não metastáticos;<60;feminino;reto;alta;>60; 3; 66
2005;não metastáticos;<60;feminino;reto;alta;<=60;13;133
2005;não metastáticos;<60;feminino;reto;alta;NA; 1;  2
2005;não metastáticos;<60;feminino;reto;baixa;>60; 7; 82
2005;não metastáticos;<60;feminino;reto;baixa;<=60; 6;121
2005;não metastáticos;<60;feminino;reto;baixa;NA; 1;  1
2005;não metastáticos;>=60;masculino;colon;alta;>60; 3; 26
2005;não metastáticos;>=60;masculino;colon;alta;<=60;26;161
2005;não metastáticos;>=60;masculino;colon;alta;NA; 1;  6
2005;não metastáticos;>=60;masculino;colon;baixa;>60; 3; 42
2005;não metastáticos;>=60;masculino;colon;baixa;<=60;26;149
2005;não metastáticos;>=60;masculino;colon;baixa;NA; 8; 12
2005;não metastáticos;>=60;masculino;reto;alta;>60; 8; 83
2005;não metastáticos;>=60;masculino;reto;alta;<=60;28;174
2005;não metastáticos;>=60;masculino;reto;alta;NA; 1;  4
2005;não metastáticos;>=60;masculino;reto;baixa;>60;11; 96
2005;não metastáticos;>=60;masculino;reto;baixa;<=60;26;192
2005;não metastáticos;>=60;masculino;reto;baixa;NA; 5;  6
2005;não metastáticos;>=60;feminino;colon;alta;>60; 2; 38
2005;não metastáticos;>=60;feminino;colon;alta;<=60;32;197
2005;não metastáticos;>=60;feminino;colon;alta;NA; 0;  6
2005;não metastáticos;>=60;feminino;colon;baixa;>60; 5; 53
2005;não metastáticos;>=60;feminino;colon;baixa;<=60;36;202
2005;não metastáticos;>=60;feminino;colon;baixa;NA; 4; 11
2005;não metastáticos;>=60;feminino;reto;alta;>60; 6; 50
2005;não metastáticos;>=60;feminino;reto;alta;<=60;21;143
2005;não metastáticos;>=60;feminino;reto;alta;NA; 1;  5
2005;não metastáticos;>=60;feminino;reto;baixa;>60; 8; 95
2005;não metastáticos;>=60;feminino;reto;baixa;<=60;35;190
2005;não metastáticos;>=60;feminino;reto;baixa;NA; 3;  4
2005;metastáticos;<60;masculino;colon;alta;>60; 4; 13
2005;metastáticos;<60;masculino;colon;alta;<=60;22; 59
2005;metastáticos;<60;masculino;colon;alta;NA; 2;  2
2005;metastáticos;<60;masculino;colon;baixa;>60; 4;  9
2005;metastáticos;<60;masculino;colon;baixa;<=60;24; 47
2005;metastáticos;<60;masculino;colon;baixa;NA; 6;  6
2005;metastáticos;<60;masculino;reto;alta;>60; 2; 13
2005;metastáticos;<60;masculino;reto;alta;<=60;14; 42
2005;metastáticos;<60;masculino;reto;alta;NA; 4;  7
2005;metastáticos;<60;masculino;reto;baixa;>60; 9; 24
2005;metastáticos;<60;masculino;reto;baixa;<=60;19; 45
2005;metastáticos;<60;masculino;reto;baixa;NA; 1;  3
2005;metastáticos;<60;feminino;colon;alta;>60; 5; 19
2005;metastáticos;<60;feminino;colon;alta;<=60;24; 71
2005;metastáticos;<60;feminino;colon;alta;NA; 5;  5
2005;metastáticos;<60;feminino;colon;baixa;>60; 6; 15
2005;metastáticos;<60;feminino;colon;baixa;<=60;28; 58
2005;metastáticos;<60;feminino;colon;baixa;NA; 6;  6
2005;metastáticos;<60;feminino;reto;alta;>60; 3; 16
2005;metastáticos;<60;feminino;reto;alta;<=60;17; 39
2005;metastáticos;<60;feminino;reto;alta;NA; 1;  2
2005;metastáticos;<60;feminino;reto;baixa;>60; 5; 21
2005;metastáticos;<60;feminino;reto;baixa;<=60;12; 22
2005;metastáticos;<60;feminino;reto;baixa;NA; 4;  5
2005;metastáticos;>=60;masculino;colon;alta;>60; 1;  9
2005;metastáticos;>=60;masculino;colon;alta;<=60;24; 62
2005;metastáticos;>=60;masculino;colon;alta;NA; 3;  4
2005;metastáticos;>=60;masculino;colon;baixa;>60; 7; 22
2005;metastáticos;>=60;masculino;colon;baixa;<=60;24; 52
2005;metastáticos;>=60;masculino;colon;baixa;NA;10; 11
2005;metastáticos;>=60;masculino;reto;alta;>60; 3; 13
2005;metastáticos;>=60;masculino;reto;alta;<=60;15; 40
2005;metastáticos;>=60;masculino;reto;alta;NA; 2;  3
2005;metastáticos;>=60;masculino;reto;baixa;>60;12; 35
2005;metastáticos;>=60;masculino;reto;baixa;<=60;30; 47
2005;metastáticos;>=60;masculino;reto;baixa;NA; 7;  7
2005;metastáticos;>=60;feminino;colon;alta;>60; 3; 18
2005;metastáticos;>=60;feminino;colon;alta;<=60;27; 56
2005;metastáticos;>=60;feminino;colon;alta;NA; 1;  3
2005;metastáticos;>=60;feminino;colon;baixa;>60; 6; 19
2005;metastáticos;>=60;feminino;colon;baixa;<=60;28; 58
2005;metastáticos;>=60;feminino;colon;baixa;NA;10; 11
2005;metastáticos;>=60;feminino;reto;alta;>60; 0;  9
2005;metastáticos;>=60;feminino;reto;alta;<=60; 9; 24
2005;metastáticos;>=60;feminino;reto;alta;NA; 4;  5
2005;metastáticos;>=60;feminino;reto;baixa;>60;10; 29
2005;metastáticos;>=60;feminino;reto;baixa;<=60;19; 39
2005;metastáticos;>=60;feminino;reto;baixa;NA; 2;  3
2006;não metastáticos;<60;masculino;colon;alta;>60; 0; 37
2006;não metastáticos;<60;masculino;colon;alta;<=60;12;130
2006;não metastáticos;<60;masculino;colon;alta;NA; 0;  1
2006;não metastáticos;<60;masculino;colon;baixa;>60; 1; 42
2006;não metastáticos;<60;masculino;colon;baixa;<=60; 8;120
2006;não metastáticos;<60;masculino;colon;baixa;NA; 1;  3
2006;não metastáticos;<60;masculino;reto;alta;>60; 1; 61
2006;não metastáticos;<60;masculino;reto;alta;<=60;13;141
2006;não metastáticos;<60;masculino;reto;alta;NA; 1;  2
2006;não metastáticos;<60;masculino;reto;baixa;>60; 4; 69
2006;não metastáticos;<60;masculino;reto;baixa;<=60;15;113
2006;não metastáticos;<60;feminino;colon;alta;>60; 0; 54
2006;não metastáticos;<60;feminino;colon;alta;<=60; 5;140
2006;não metastáticos;<60;feminino;colon;alta;NA; 0;  7
2006;não metastáticos;<60;feminino;colon;baixa;>60; 2; 45
2006;não metastáticos;<60;feminino;colon;baixa;<=60; 9;143
2006;não metastáticos;<60;feminino;colon;baixa;NA; 0;  3
2006;não metastáticos;<60;feminino;reto;alta;>60; 1; 63
2006;não metastáticos;<60;feminino;reto;alta;<=60;13;151
2006;não metastáticos;<60;feminino;reto;alta;NA; 2;  4
2006;não metastáticos;<60;feminino;reto;baixa;>60; 3; 87
2006;não metastáticos;<60;feminino;reto;baixa;<=60;14;143
2006;não metastáticos;<60;feminino;reto;baixa;NA; 1;  4
2006;não metastáticos;>=60;masculino;colon;alta;>60; 1; 48
2006;não metastáticos;>=60;masculino;colon;alta;<=60;29;167
2006;não metastáticos;>=60;masculino;colon;alta;NA; 2;  4
2006;não metastáticos;>=60;masculino;colon;baixa;>60; 3; 45
2006;não metastáticos;>=60;masculino;colon;baixa;<=60;27;177
2006;não metastáticos;>=60;masculino;colon;baixa;NA; 4;  8
2006;não metastáticos;>=60;masculino;reto;alta;>60; 6; 69
2006;não metastáticos;>=60;masculino;reto;alta;<=60;18;167
2006;não metastáticos;>=60;masculino;reto;alta;NA; 1;  7
2006;não metastáticos;>=60;masculino;reto;baixa;>60;16;133
2006;não metastáticos;>=60;masculino;reto;baixa;<=60;18;198
2006;não metastáticos;>=60;masculino;reto;baixa;NA; 5; 14
2006;não metastáticos;>=60;feminino;colon;alta;>60; 5; 49
2006;não metastáticos;>=60;feminino;colon;alta;<=60;31;177
2006;não metastáticos;>=60;feminino;colon;alta;NA; 0;  6
2006;não metastáticos;>=60;feminino;colon;baixa;>60; 8; 78
2006;não metastáticos;>=60;feminino;colon;baixa;<=60;34;180
2006;não metastáticos;>=60;feminino;colon;baixa;NA; 4;  9
2006;não metastáticos;>=60;feminino;reto;alta;>60; 9; 70
2006;não metastáticos;>=60;feminino;reto;alta;<=60; 9;125
2006;não metastáticos;>=60;feminino;reto;alta;NA; 0;  7
2006;não metastáticos;>=60;feminino;reto;baixa;>60;14;110
2006;não metastáticos;>=60;feminino;reto;baixa;<=60;19;147
2006;não metastáticos;>=60;feminino;reto;baixa;NA; 2;  5
2006;metastáticos;<60;masculino;colon;alta;>60; 4; 20
2006;metastáticos;<60;masculino;colon;alta;<=60;24; 71
2006;metastáticos;<60;masculino;colon;alta;NA; 1;  4
2006;metastáticos;<60;masculino;colon;baixa;>60; 7; 19
2006;metastáticos;<60;masculino;colon;baixa;<=60;21; 49
2006;metastáticos;<60;masculino;colon;baixa;NA; 4;  5
2006;metastáticos;<60;masculino;reto;alta;>60; 7; 21
2006;metastáticos;<60;masculino;reto;alta;<=60;20; 57
2006;metastáticos;<60;masculino;reto;alta;NA; 3;  3
2006;metastáticos;<60;masculino;reto;baixa;>60; 3; 21
2006;metastáticos;<60;masculino;reto;baixa;<=60;21; 43
2006;metastáticos;<60;masculino;reto;baixa;NA; 3;  4
2006;metastáticos;<60;feminino;colon;alta;>60; 3; 22
2006;metastáticos;<60;feminino;colon;alta;<=60;26; 77
2006;metastáticos;<60;feminino;colon;alta;NA; 1;  1
2006;metastáticos;<60;feminino;colon;baixa;>60; 4; 17
2006;metastáticos;<60;feminino;colon;baixa;<=60;19; 56
2006;metastáticos;<60;feminino;colon;baixa;NA; 5;  6
2006;metastáticos;<60;feminino;reto;alta;>60; 2; 16
2006;metastáticos;<60;feminino;reto;alta;<=60;17; 52
2006;metastáticos;<60;feminino;reto;alta;NA; 1;  6
2006;metastáticos;<60;feminino;reto;baixa;>60; 8; 26
2006;metastáticos;<60;feminino;reto;baixa;<=60;15; 35
2006;metastáticos;<60;feminino;reto;baixa;NA; 0;  2
2006;metastáticos;>=60;masculino;colon;alta;>60; 5; 24
2006;metastáticos;>=60;masculino;colon;alta;<=60;31; 50
2006;metastáticos;>=60;masculino;colon;alta;NA; 3;  5
2006;metastáticos;>=60;masculino;colon;baixa;>60; 7; 23
2006;metastáticos;>=60;masculino;colon;baixa;<=60;28; 67
2006;metastáticos;>=60;masculino;colon;baixa;NA; 5;  6
2006;metastáticos;>=60;masculino;reto;alta;>60; 2; 24
2006;metastáticos;>=60;masculino;reto;alta;<=60; 8; 35
2006;metastáticos;>=60;masculino;reto;alta;NA; 5;  6
2006;metastáticos;>=60;masculino;reto;baixa;>60;11; 35
2006;metastáticos;>=60;masculino;reto;baixa;<=60;21; 53
2006;metastáticos;>=60;masculino;reto;baixa;NA; 5;  6
2006;metastáticos;>=60;feminino;colon;alta;>60; 6; 23
2006;metastáticos;>=60;feminino;colon;alta;<=60;23; 61
2006;metastáticos;>=60;feminino;colon;alta;NA; 6;  8
2006;metastáticos;>=60;feminino;colon;baixa;>60; 4; 25
2006;metastáticos;>=60;feminino;colon;baixa;<=60;19; 59
2006;metastáticos;>=60;feminino;colon;baixa;NA; 9; 12
2006;metastáticos;>=60;feminino;reto;alta;>60; 4; 19
2006;metastáticos;>=60;feminino;reto;alta;<=60; 4; 20
2006;metastáticos;>=60;feminino;reto;alta;NA; 1;  1
2006;metastáticos;>=60;feminino;reto;baixa;>60;11; 31
2006;metastáticos;>=60;feminino;reto;baixa;<=60;17; 42
2006;metastáticos;>=60;feminino;reto;baixa;NA; 4;  5
2007;não metastáticos;<60;masculino;colon;alta;>60; 1; 51
2007;não metastáticos;<60;masculino;colon;alta;<=60;12;177
2007;não metastáticos;<60;masculino;colon;baixa;>60; 2; 55
2007;não metastáticos;<60;masculino;colon;baixa;<=60; 7;120
2007;não metastáticos;<60;masculino;colon;baixa;NA; 0;  2
2007;não metastáticos;<60;masculino;reto;alta;>60; 2; 80
2007;não metastáticos;<60;masculino;reto;alta;<=60;10;172
2007;não metastáticos;<60;masculino;reto;alta;NA; 0;  6
2007;não metastáticos;<60;masculino;reto;baixa;>60; 2; 67
2007;não metastáticos;<60;masculino;reto;baixa;<=60;15;114
2007;não metastáticos;<60;masculino;reto;baixa;NA; 3;  6
2007;não metastáticos;<60;feminino;colon;alta;>60; 0; 49
2007;não metastáticos;<60;feminino;colon;alta;<=60;14;200
2007;não metastáticos;<60;feminino;colon;alta;NA; 0;  1
2007;não metastáticos;<60;feminino;colon;baixa;>60; 1; 47
2007;não metastáticos;<60;feminino;colon;baixa;<=60; 8;143
2007;não metastáticos;<60;feminino;colon;baixa;NA; 0;  2
2007;não metastáticos;<60;feminino;reto;alta;>60; 3; 77
2007;não metastáticos;<60;feminino;reto;alta;<=60; 9;165
2007;não metastáticos;<60;feminino;reto;alta;NA; 1;  2
2007;não metastáticos;<60;feminino;reto;baixa;>60; 5; 82
2007;não metastáticos;<60;feminino;reto;baixa;<=60; 9;131
2007;não metastáticos;<60;feminino;reto;baixa;NA; 1;  1
2007;não metastáticos;>=60;masculino;colon;alta;>60; 4; 36
2007;não metastáticos;>=60;masculino;colon;alta;<=60;26;203
2007;não metastáticos;>=60;masculino;colon;alta;NA; 2;  7
2007;não metastáticos;>=60;masculino;colon;baixa;>60; 4; 70
2007;não metastáticos;>=60;masculino;colon;baixa;<=60;20;154
2007;não metastáticos;>=60;masculino;colon;baixa;NA; 1; 10
2007;não metastáticos;>=60;masculino;reto;alta;>60; 7; 86
2007;não metastáticos;>=60;masculino;reto;alta;<=60;25;172
2007;não metastáticos;>=60;masculino;reto;alta;NA; 0;  3
2007;não metastáticos;>=60;masculino;reto;baixa;>60;10;125
2007;não metastáticos;>=60;masculino;reto;baixa;<=60;28;203
2007;não metastáticos;>=60;masculino;reto;baixa;NA; 2; 11
2007;não metastáticos;>=60;feminino;colon;alta;>60; 2; 47
2007;não metastáticos;>=60;feminino;colon;alta;<=60;29;184
2007;não metastáticos;>=60;feminino;colon;alta;NA; 1;  8
2007;não metastáticos;>=60;feminino;colon;baixa;>60; 9; 65
2007;não metastáticos;>=60;feminino;colon;baixa;<=60;37;223
2007;não metastáticos;>=60;feminino;colon;baixa;NA; 2;  5
2007;não metastáticos;>=60;feminino;reto;alta;>60; 3; 71
2007;não metastáticos;>=60;feminino;reto;alta;<=60;17;128
2007;não metastáticos;>=60;feminino;reto;alta;NA; 0;  5
2007;não metastáticos;>=60;feminino;reto;baixa;>60;12;131
2007;não metastáticos;>=60;feminino;reto;baixa;<=60;16;179
2007;não metastáticos;>=60;feminino;reto;baixa;NA; 5; 12
2007;metastáticos;<60;masculino;colon;alta;>60; 4; 22
2007;metastáticos;<60;masculino;colon;alta;<=60;19; 60
2007;metastáticos;<60;masculino;colon;alta;NA; 2;  5
2007;metastáticos;<60;masculino;colon;baixa;>60; 3; 21
2007;metastáticos;<60;masculino;colon;baixa;<=60;16; 39
2007;metastáticos;<60;masculino;colon;baixa;NA; 1;  1
2007;metastáticos;<60;masculino;reto;alta;>60; 8; 30
2007;metastáticos;<60;masculino;reto;alta;<=60;12; 46
2007;metastáticos;<60;masculino;reto;alta;NA; 4;  6
2007;metastáticos;<60;masculino;reto;baixa;>60; 6; 36
2007;metastáticos;<60;masculino;reto;baixa;<=60;17; 49
2007;metastáticos;<60;masculino;reto;baixa;NA; 3;  4
2007;metastáticos;<60;feminino;colon;alta;>60; 2; 17
2007;metastáticos;<60;feminino;colon;alta;<=60;25; 99
2007;metastáticos;<60;feminino;colon;alta;NA; 2;  5
2007;metastáticos;<60;feminino;colon;baixa;>60; 5; 26
2007;metastáticos;<60;feminino;colon;baixa;<=60;16; 61
2007;metastáticos;<60;feminino;colon;baixa;NA; 2;  6
2007;metastáticos;<60;feminino;reto;alta;>60; 3; 25
2007;metastáticos;<60;feminino;reto;alta;<=60;15; 47
2007;metastáticos;<60;feminino;reto;alta;NA; 0;  1
2007;metastáticos;<60;feminino;reto;baixa;>60; 3; 19
2007;metastáticos;<60;feminino;reto;baixa;<=60;19; 51
2007;metastáticos;<60;feminino;reto;baixa;NA; 2;  5
2007;metastáticos;>=60;masculino;colon;alta;>60; 6; 23
2007;metastáticos;>=60;masculino;colon;alta;<=60;26; 62
2007;metastáticos;>=60;masculino;colon;alta;NA; 1;  4
2007;metastáticos;>=60;masculino;colon;baixa;>60; 9; 34
2007;metastáticos;>=60;masculino;colon;baixa;<=60;28; 67
2007;metastáticos;>=60;masculino;colon;baixa;NA; 9; 13
2007;metastáticos;>=60;masculino;reto;alta;>60; 6; 23
2007;metastáticos;>=60;masculino;reto;alta;<=60; 8; 33
2007;metastáticos;>=60;masculino;reto;alta;NA; 2;  5
2007;metastáticos;>=60;masculino;reto;baixa;>60;10; 44
2007;metastáticos;>=60;masculino;reto;baixa;<=60;16; 42
2007;metastáticos;>=60;masculino;reto;baixa;NA; 5;  7
2007;metastáticos;>=60;feminino;colon;alta;>60; 5; 14
2007;metastáticos;>=60;feminino;colon;alta;<=60;29; 71
2007;metastáticos;>=60;feminino;colon;alta;NA; 4;  6
2007;metastáticos;>=60;feminino;colon;baixa;>60; 8; 35
2007;metastáticos;>=60;feminino;colon;baixa;<=60;31; 74
2007;metastáticos;>=60;feminino;colon;baixa;NA;10; 11
2007;metastáticos;>=60;feminino;reto;alta;>60; 2; 17
2007;metastáticos;>=60;feminino;reto;alta;<=60; 7; 28
2007;metastáticos;>=60;feminino;reto;alta;NA; 5;  6
2007;metastáticos;>=60;feminino;reto;baixa;>60; 7; 32
2007;metastáticos;>=60;feminino;reto;baixa;<=60;18; 50
2007;metastáticos;>=60;feminino;reto;baixa;NA; 6; 10
2008;não metastáticos;<60;masculino;colon;alta;>60; 4; 49
2008;não metastáticos;<60;masculino;colon;alta;<=60; 9;164
2008;não metastáticos;<60;masculino;colon;alta;NA; 0; 10
2008;não metastáticos;<60;masculino;colon;baixa;>60; 3; 51
2008;não metastáticos;<60;masculino;colon;baixa;<=60; 7;134
2008;não metastáticos;<60;masculino;colon;baixa;NA; 0;  5
2008;não metastáticos;<60;masculino;reto;alta;>60; 2; 86
2008;não metastáticos;<60;masculino;reto;alta;<=60; 9;158
2008;não metastáticos;<60;masculino;reto;alta;NA; 1;  5
2008;não metastáticos;<60;masculino;reto;baixa;>60; 3; 90
2008;não metastáticos;<60;masculino;reto;baixa;<=60; 7;131
2008;não metastáticos;<60;masculino;reto;baixa;NA; 0;  4
2008;não metastáticos;<60;feminino;colon;alta;>60; 0; 62
2008;não metastáticos;<60;feminino;colon;alta;<=60;16;208
2008;não metastáticos;<60;feminino;colon;alta;NA; 1; 15
2008;não metastáticos;<60;feminino;colon;baixa;>60; 2; 65
2008;não metastáticos;<60;feminino;colon;baixa;<=60;13;169
2008;não metastáticos;<60;feminino;colon;baixa;NA; 0;  5
2008;não metastáticos;<60;feminino;reto;alta;>60; 4; 68
2008;não metastáticos;<60;feminino;reto;alta;<=60;12;186
2008;não metastáticos;<60;feminino;reto;alta;NA; 0;  7
2008;não metastáticos;<60;feminino;reto;baixa;>60; 4;104
2008;não metastáticos;<60;feminino;reto;baixa;<=60;18;152
2008;não metastáticos;<60;feminino;reto;baixa;NA; 1;  4
2008;não metastáticos;>=60;masculino;colon;alta;>60; 6; 74
2008;não metastáticos;>=60;masculino;colon;alta;<=60;25;216
2008;não metastáticos;>=60;masculino;colon;alta;NA; 3; 12
2008;não metastáticos;>=60;masculino;colon;baixa;>60; 5; 84
2008;não metastáticos;>=60;masculino;colon;baixa;<=60;36;193
2008;não metastáticos;>=60;masculino;colon;baixa;NA; 2;  8
2008;não metastáticos;>=60;masculino;reto;alta;>60; 7; 96
2008;não metastáticos;>=60;masculino;reto;alta;<=60;23;162
2008;não metastáticos;>=60;masculino;reto;alta;NA; 1;  9
2008;não metastáticos;>=60;masculino;reto;baixa;>60;20;159
2008;não metastáticos;>=60;masculino;reto;baixa;<=60;43;258
2008;não metastáticos;>=60;masculino;reto;baixa;NA; 1;  6
2008;não metastáticos;>=60;feminino;colon;alta;>60; 4; 59
2008;não metastáticos;>=60;feminino;colon;alta;<=60;29;204
2008;não metastáticos;>=60;feminino;colon;alta;NA; 1;  4
2008;não metastáticos;>=60;feminino;colon;baixa;>60; 7; 95
2008;não metastáticos;>=60;feminino;colon;baixa;<=60;36;241
2008;não metastáticos;>=60;feminino;colon;baixa;NA; 3; 14
2008;não metastáticos;>=60;feminino;reto;alta;>60; 8; 74
2008;não metastáticos;>=60;feminino;reto;alta;<=60;10;125
2008;não metastáticos;>=60;feminino;reto;alta;NA; 1;  4
2008;não metastáticos;>=60;feminino;reto;baixa;>60;13;155
2008;não metastáticos;>=60;feminino;reto;baixa;<=60;23;208
2008;não metastáticos;>=60;feminino;reto;baixa;NA; 1;  8
2008;metastáticos;<60;masculino;colon;alta;>60; 5; 27
2008;metastáticos;<60;masculino;colon;alta;<=60;28; 64
2008;metastáticos;<60;masculino;colon;alta;NA; 4;  8
2008;metastáticos;<60;masculino;colon;baixa;>60;11; 29
2008;metastáticos;<60;masculino;colon;baixa;<=60;24; 51
2008;metastáticos;<60;masculino;colon;baixa;NA; 5;  9
2008;metastáticos;<60;masculino;reto;alta;>60; 4; 23
2008;metastáticos;<60;masculino;reto;alta;<=60;15; 63
2008;metastáticos;<60;masculino;reto;alta;NA; 3;  5
2008;metastáticos;<60;masculino;reto;baixa;>60; 2; 33
2008;metastáticos;<60;masculino;reto;baixa;<=60;20; 55
2008;metastáticos;<60;masculino;reto;baixa;NA; 6;  7
2008;metastáticos;<60;feminino;colon;alta;>60; 3; 36
2008;metastáticos;<60;feminino;colon;alta;<=60;32; 97
2008;metastáticos;<60;feminino;colon;alta;NA; 2;  3
2008;metastáticos;<60;feminino;colon;baixa;>60; 1; 36
2008;metastáticos;<60;feminino;colon;baixa;<=60;25; 66
2008;metastáticos;<60;feminino;colon;baixa;NA; 3;  4
2008;metastáticos;<60;feminino;reto;alta;>60; 9; 34
2008;metastáticos;<60;feminino;reto;alta;<=60;20; 55
2008;metastáticos;<60;feminino;reto;alta;NA; 1;  3
2008;metastáticos;<60;feminino;reto;baixa;>60;12; 31
2008;metastáticos;<60;feminino;reto;baixa;<=60;19; 57
2008;metastáticos;<60;feminino;reto;baixa;NA; 2;  2
2008;metastáticos;>=60;masculino;colon;alta;>60; 6; 24
2008;metastáticos;>=60;masculino;colon;alta;<=60;23; 75
2008;metastáticos;>=60;masculino;colon;alta;NA; 4;  6
2008;metastáticos;>=60;masculino;colon;baixa;>60; 4; 32
2008;metastáticos;>=60;masculino;colon;baixa;<=60;26; 60
2008;metastáticos;>=60;masculino;colon;baixa;NA;15; 22
2008;metastáticos;>=60;masculino;reto;alta;>60; 4; 25
2008;metastáticos;>=60;masculino;reto;alta;<=60;14; 39
2008;metastáticos;>=60;masculino;reto;alta;NA; 3;  8
2008;metastáticos;>=60;masculino;reto;baixa;>60;18; 41
2008;metastáticos;>=60;masculino;reto;baixa;<=60;25; 61
2008;metastáticos;>=60;masculino;reto;baixa;NA; 8; 10
2008;metastáticos;>=60;feminino;colon;alta;>60; 2; 20
2008;metastáticos;>=60;feminino;colon;alta;<=60;24; 59
2008;metastáticos;>=60;feminino;colon;alta;NA; 4; 10
2008;metastáticos;>=60;feminino;colon;baixa;>60; 9; 31
2008;metastáticos;>=60;feminino;colon;baixa;<=60;39; 88
2008;metastáticos;>=60;feminino;colon;baixa;NA; 4;  8
2008;metastáticos;>=60;feminino;reto;alta;>60; 2; 20
2008;metastáticos;>=60;feminino;reto;alta;<=60;13; 33
2008;metastáticos;>=60;feminino;reto;alta;NA; 1;  4
2008;metastáticos;>=60;feminino;reto;baixa;>60; 9; 39
2008;metastáticos;>=60;feminino;reto;baixa;<=60;17; 50
2008;metastáticos;>=60;feminino;reto;baixa;NA; 6;  6
2009;não metastáticos;<60;masculino;colon;alta;>60; 3; 67
2009;não metastáticos;<60;masculino;colon;alta;<=60; 6;208
2009;não metastáticos;<60;masculino;colon;alta;NA; 1; 12
2009;não metastáticos;<60;masculino;colon;baixa;>60; 4; 55
2009;não metastáticos;<60;masculino;colon;baixa;<=60;12;140
